date,title,feed_type,link,description,image,publisher,stocks,_id
2022-09-02,"Symposium on colorectal surgery gets under way | Midday Market Update: Sensex, Nifty Swing To Gains; Adani Ports, Apollo Hospitals, L&T Gain",news-article | news-article,https://www.thehindu.com/news/national/tamil-nadu/symposium-on-colorectal-surgery-gets-under-way/article65842311.ece | https://www.bqprime.com/markets/midday-market-update-sensex-nifty-swing-to-gains-adani-ports-apollo-hospitals-lt-gain,"Apollo Hospitals organises the conference in collaboration with two hospitals from the U.S. and the U.K. | India’s stock benchmarks swung to gains in a volatile session, aided by rise in capital goods, industrials, realty, telecom.",https://www.thehindu.com/theme/images/og-image.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'APLH'}] | [{'sid': 'APSE'}, {'sid': 'APLH'}, {'sid': 'IDTI'}, {'sid': 'LART'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]","['631233e7a08da8c422ed2c96', '6311bd90a08da8c422ed2878']"
2022-09-15,"Sensex down 413pts, Nifty holds 17,850; Ceat soars 20%, MRF 7%; IT stks dip",news-article,https://www.business-standard.com/article/markets/stock-market-live-sensex-nifty-sgx-nifty-tamilnad-mercantile-listing-ipo-pvr-122091500123_1.html,"CLOSING BELL: IT, pharma, and select metal stocks reeled under pressure today with Hindalco, Infosys, Cipla, Tech M, Tata Steel, Divis Labs, and Apollo Hospitals leading the list of Nifty losers",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2020-12/24/full/1608799215-066.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'CEAT'}, {'sid': 'CIPL'}, {'sid': 'DIVI'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': 'MRF'}, {'sid': 'TISC'}, {'sid': '.NSEI'}, {'sid': '.NIFTYMET'}]",['6322a3b6c4142353b37244f8']
2022-09-16,"Taking Stock | Sensex, Nifty end flat amid volatility; realty stocks gain",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-end-flat-amid-volatility-realty-stocks-gain-9080221.html,"Apollo Hospitals, IndusInd Bank, ONGC, NTPC and ICICI Bank were among the major Nifty gainers",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/01/Sensex_BSE_NSE_Stock-market_bull_bear-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'IDTI'}, {'sid': 'ICBK'}, {'sid': 'INBK'}, {'sid': 'MIRA'}, {'sid': 'ONGC'}, {'sid': 'NTPC'}, {'sid': '.NSEI'}, {'sid': '.NIFTYREAL'}]",['6305fd82a83f9fa34d9bdd80']
2022-09-21,Why comprehensive health check up is must after recovery from Covid-19,news-article,https://www.livemint.com/science/health/why-comprehensive-health-check-up-is-must-after-recovery-from-covid19-11663746815950.html,Apollo Hospitals MD Dr Sangita Reddy tweeted that covid is nasty and that one lesson the pandemic has taught every human being is that ‘Life is Priceless’,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/09/21/600x338/covid_1663748213747_1663748214114_1663748214114.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],['632acf5c483e9498918e813f']
2022-09-23,"Sensex tumbles 1000 pts, Nifty ends 300 pts lower; Finance, Bank, Auto drag",news-article,https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-23-09-2022-11663895037588.html,"Share Market Close: Indices shed 1.7% on Friday as the effects of rate hikes continue to keep investors on their toes. Sensex ended just below 58,100 pts and Nifty at 17,327. Rupee breaches the 81 mark for the first time. Powergrid, Apollo Hospitals and Hindalco lost ground, whereas Divi’s Lab and S…",https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/09/23/600x338/Financial-Markets-Wall-Street-4_1643182262604_1663895706895_1663895706895.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",['632d1bdf7f03516a9241ad52']
2022-09-26,"Taking Stock | Sensex up 443 points, Nifty above 17,600; metal, banking names gain",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-up-443-points-nifty-above-17600-metal-banking-names-gain-9133471.html,"Hindalco Industries, JSW Steel, ITC, NTPC and Sun Pharma were among the biggest Nifty gainers. Bajaj Auto, Nestle India, Britannia Industries and Apollo Hospitals lost the most among Nifty names",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/05/Sensex_Nifty-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'BAJA'}, {'sid': 'BRIT'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'NEST'}, {'sid': 'NTPC'}, {'sid': 'SUN'}, {'sid': '.NSEI'}]",['6315dda62065f660ce8636ba']
2022-09-30,Buy or sell: Vaishali Parekh recommends 2 stocks to buy today — Sept 30,news-article,https://www.livemint.com/market/stock-market-news/buy-or-sell-vaishali-parekh-recommends-2-stocks-to-buy-today-sept-30-11664500641397.html,Vaishali Parekh of Prabhudas Lilladher has recommended two stocks to buy today and those two shares are Apollo Hospitals and Godrej Consumer Products,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/09/30/600x338/Financial-Markets-Wall-Street-4_1643182262604_1664500870421_1664500870421.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}, {'sid': 'GOCP'}]",['63364a4fc24096b8eecab552']
2022-10-05,Apollo Hospitals acquires 60% stake in AyurVAID for Rs 26.4 crore | Apollo Hospitals acquires 60% stake in Ayurveda hospital chain AyurVAID,news-article | news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-acquires-60-stake-in-ayurvaid-for-rs-26-4-crore/articleshow/94666027.cms | https://www.business-standard.com/article/companies/apollo-hospitals-acquires-60-pc-stake-in-ayurvaid-122100500799_1.html,"“We believe there is immense scope to deliver evidence-based integrated medicine, combining allopathic and traditional models, to improve outcomes and quality of life for our patients. This will be a transformational journey, which will lead to the evolution of care models in India and around the wo… | The investment will be used to upgrade existing centres, set up new centres, strengthen enterprise platforms, and for digital health initiatives, the healthcare major said in a regulatory filing","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-94666107,width-1070,height-580,imgsize-47383,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['633da60cd3ca9756d1ad307b', '633d9e51d3ca9756d1ad304a']"
2022-10-06,"Apollo Hospitals in pact to buy 60% stake in Kerala First Health Services | Apollo Hospitals acquires 60% stake in AyurVAID, targets medical value market, integrated medicine | Apollo Hospitals acquires 60% stake in AyurVAID for Rs 26.4 crore | Apollo Hospitals to acquire 60 per cent stake in Ayurveda hospital chain | Stocks that will see action on October 6, 2022 | Stocks to Watch: RIL, ONGC, OMCs, DLF, SpiceJet, Zee, BoB, Apollo Hospitals",news-article | news-article | news-article | news-article | news-article | news-article,https://www.thehindu.com/business/apollo-hospitals-in-pact-to-buy-60-stake-in-kerala-first-health-services/article65972480.ece | https://www.businesstoday.in/latest/corporate/story/apollo-hospitals-acquires-60-stake-in-ayurvaid-targets-medical-value-market-integrated-medicine-349195-2022-10-06?utm_source=rssfeed | https://www.indiainfoline.com/article/news-top-story/apollo-hospitals-acquires-60-stake-in-ayurvaid-for-rs-26-4-crore-122100600006_1.html | https://www.thehindubusinessline.com/companies/apollo-hospitals-to-acquire-60-per-cent-stake-in-ayurveda-hospital-chain/article65974967.ece | https://www.thehindubusinessline.com/markets/stock-markets/stocks-that-will-see-action-on-october-6-2022/article65974511.ece | https://www.business-standard.com/article/markets/stocks-to-watch-today-ril-ongc-spicejet-zee-bob-apollo-hospital-adani-green-energy-tata-power-122100600084_1.html,"CHENNAI | The primary investment, the company said, will be used to upgrade existing centres, set up new centres, strengthen enterprise platforms, and for digital health initiatives. | The investment will be used to update current centres, establish new centres, reinforce enterprise platforms, and support digital health efforts, according to the Apollo Group’s regulatory filing. | Acquisition will be through primary and secondary capital infusion of ₹26 crore | Buzzing stocks: Reliance, Tata Steel, JSW Energy, Jubilant FoodWorks, Apollo Hospitals, Lemon Tree, Lupin, Ratnamani Metal, Gagan Gases, Aditya Birla Capital, IndusInd Bank, Atul Auto, NPR Finance, Trimurthi | Stocks to Watch Today: Shares of oil producers and marketing companies are likely to be in focus following the steep production cut by OPEC+.",https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/t4cj2u/article65972824.ece/alternates/LANDSCAPE_615/Apollo_Hospitals_3.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'ADTB'}, {'sid': 'APLH'}, {'sid': 'ATUL'}, {'sid': 'INBK'}, {'sid': 'JUBI'}, {'sid': 'JSWE'}, {'sid': 'LEMO'}, {'sid': 'LUPN'}, {'sid': 'TISC'}, {'sid': 'GAGA'}] | [{'sid': 'APLH'}, {'sid': 'DLF'}, {'sid': 'ONGC'}, {'sid': 'SPJT'}]","['633ef2229194d5bb4a1c83f7', '633edfb29194d5bb4a1c8316', '633e5e0a9194d5bb4a1c7e72', '633e862d9194d5bb4a1c7ffb', '633e4e0a9194d5bb4a1c7de2', '633e40e49194d5bb4a1c7da2']"
2022-10-08,Nil growth! Nifty pack likely to report flattish profit in Q2,news-article,https://www.businesstoday.in/markets/top-story/story/nil-growth-nifty-pack-likely-to-report-flattish-profit-in-q2-349320-2022-10-08?utm_source=rssfeed,"9 Nifty companies including JSW Steel, Tata Steel, UltraTech Cement, Apollo Hospitals and Hindalco may report a Y-o-Y decline in profit, Motilal Oswal said while expecting BPCL to post losses.",https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202210/bear-2-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'BPCL'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'MOFS'}, {'sid': 'TISC'}, {'sid': 'ULTC'}, {'sid': '.NSEI'}]",['6340fadf383931a0972637b9']
2022-10-10,Apollo Hospitals conducts symposium on mental health,news-article,https://www.thehindu.com/news/national/tamil-nadu/apollo-hospitals-conducts-symposium-on-mental-health/article65994166.ece,,https://www.thehindu.com/theme/images/og-image.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],['63445447dd8eb1ef79bbcd9b']
2022-10-15,Calendar bull-call spread on Apollo Hospitals,news-article,https://www.thehindubusinessline.com/portfolio/commodity-analysis/calendar-bull-call-spread-on-apollo-hospitals/article66013552.ece,"Initiate by selling 4,500-October expiry call option and simultaneously buying 4,500-November call option",https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/news/6h06h/article66013786.ece/alternates/FREE_1200/Apollo%20Hospitals,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],['634acd66c43510a554775798']
2022-10-18,Apollo Hospitals ties-up with Bombay Hospital to boost liver transplants in Mumbai,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-ties-up-with-bombay-hospital-to-boost-liver-transplants-in-mumbai/articleshow/94946653.cms,The collaboration with Bombay Hospital will increase access to Apollos advanced liver transplant program for patients across the Mumbai Metropolitan Region.,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-94946635,width-1070,height-580,imgsize-115572,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],['634ead764be2e524a9382094']
2022-10-20,Jayalalithaa’s death | Unfathomable why panel did not depend on medical board’s guidance: Advocate Aryama Sundaram,news-article,https://www.thehindu.com/news/national/tamil-nadu/unfathomable-that-arumughaswamy-panel-would-not-depend-on-qualified-medical-boards-guidance-on-medical-matters-aryama-sundaram/article66032154.ece,The senior advocate also took exception to the Commission’s charge that Apollo Hospitals chairman Prathap C. Reddy had called a press conference and announced that Jayalalithaa would go home soon,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/hydkka/article66034310.ece/alternates/FREE_1200/18_AIADMK_DISQUALIFICATION_CASE__AND_ARYAMA_SUNDARAM_02.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],['63506e4a9226fc94ecf3f91e']
2022-10-21,"Share Market News Today Live: Sensex surges over 350 points, Nifty above 17,650; Axis Bank, Apollo Hospitals among top gainers",news-article,https://www.businesstoday.in/markets/story/share-market-news-today-live-sensex-nifty-may-start-on-a-higher-note-despite-weak-global-cues-350478-2022-10-21?utm_source=rssfeed,"Stock Market News Today Live Updates: Sensex and Nifty traded higher in today’s deals, extending their winning run for the sixth straight session despite weak cues from global markets. Asian shares, tracking Wall Street, fell today while Treasury yields scaled 14-year highs as the prospect of aggres…",https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202210/dalal-street-sixteen_nine_6-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'AXBK'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",['635217e89226fc94ecf40432']
2022-10-23,"Reliance and Adani are getting into diagnostics. So are Apollo Hospitals, Tata 1mg and many others. But why?",news-article,https://www.businesstoday.in/industry/pharma/story/reliance-and-adani-are-getting-into-diagnostics-so-are-apollo-hospitals-tata-1mg-and-many-others-but-why-350628-2022-10-23?utm_source=rssfeed,"Reliance Industries acquired majority stake in Netmeds for Rs 620 crore (Reliance Retail). In June 2021, Tata Digital had acquired the online pharmacy 1MG for a cash consideration of Rs 720 crore, and then launched its own diagnostics wing.",https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202210/lab_1200-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'RELI'}]",['635523d48d2a64a21b674631']
2022-10-24,"Diwali 2022: Prabhudas Lilladher bets on these small, mid and largecap stocks",news-article,https://www.moneycontrol.com/news/photos/business/stocks/prabhudas-lilladher-bets-on-these-small-mid-and-largecap-stocks-for-diwali-2022-9382601.html,"Apollo Hospitals Enterprises, Avenue Supermart, Bharti Airtel, ICICI Bank, Mahindra and Mahindra, Ashok Leyland, Chambal Fertilizers, Federal Bank, Jubilant Ingrevia, VIP Industries and Westlife Development are among the top chart picks by Prabhudas Lilladher",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/financial_services1-1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'ASOK'}, {'sid': 'BRTI'}, {'sid': 'FED'}, {'sid': 'ICBK'}, {'sid': 'MAHM'}, {'sid': 'VIPI'}, {'sid': 'WEST'}, {'sid': 'JUB'}]",['6356151f8d2a64a21b67490f']
2022-10-28,"The health operator: Meet Sangita Reddy, Joint MD of Apollo Hospitals",news-article,https://www.business-standard.com/article/opinion/the-health-operator-meet-sangita-reddy-joint-md-of-apollo-hospitals-122102801317_1.html,"Reddy talks to Pavan Lall about collective thinking, the power of the family constitution and why private healthcare is often misunderstood",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2022-10/28/full/1666973524-4754.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],['635c0516fc0354b7e82c2bb1']
2022-11-02,"Share Market News Today Live: Sensex falls over 150 points, Nifty tests 18,100; Airtel, Apollo Hospitals, Maruti among top drags | Taking Stock | Sensex falls 215 points, Nifty below 18,100 ahead of Fed outcome",news-article | news-article,https://www.businesstoday.in/markets/story/share-market-news-today-live-sensex-nifty-may-start-on-a-lower-note-us-fed-policy-outcome-in-focus-351509-2022-11-02?utm_source=rssfeed | https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-falls-215-points-nifty-below-18100-ahead-of-fed-outcome-9435961.html,"Stock Market News Today Live Updates: Sensex and Nifty traded lower on Wednesday during late morning deals, after gaining for four straight sessions, ahead of the US Federal Reserve’s policy outcome later in the day. Market participants widely expect the Fed to raise its benchmark overnight interest… | Bharti Airtel, Apollo Hospitals, Maruti Suzuki, Eicher Motors and Britannia Industries were among the top Nifty losers",https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202211/dalal-street-sixteen_nine-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'BRTI'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}] | [{'sid': 'APLH'}, {'sid': 'BRIT'}, {'sid': 'BRTI'}, {'sid': 'EICH'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': 'MRTI'}, {'sid': '.NSEI'}]","['6361e27633a5d9fd34213ae7', '63624baf33a5d9fd34213f1a']"
2022-11-09,"Q2FY23 Preview: Apollo Hospitals Enterprise: Revenue seen at Rs41,154 million, PAT at Rs2,326 million",news-article,https://www.indiainfoline.com/article/news-top-story/q2fy23-preview-apollo-hospitals-enterprise-revenue-seen-at-rs41-154-million-pat-at-rs2-326-million-122110900570_1.html,Muted quarter likely for the company.,https://assets.tickertape.in/images/news-publishers/iifl.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'APLH'}],['636b7e8f7c16196c2ab6226e']
2022-11-10,"Apollo Hospitals posts Q2 net profit of ₹213 crore | Apollo Hospitals Q2 Results: Profit Falls, Misses Estimates | Apollo Hospitals Q2 net falls 20% to Rs 213 cr, income rises to Rs 4,274 cr",news-article | news-article | news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-posts-q2-net-profit-of-213-crore/article66120940.ece | https://www.bqprime.com/business/apollo-hospitals-q2-results-profit-falls-misses-estimates | https://www.businesstoday.in/latest/corporate/story/apollo-hospitals-q2-net-falls-20-to-rs-213-cr-income-rises-to-rs-4274-cr-352521-2022-11-10?utm_source=rssfeed,"Apollo Hospitals’ consolidated revenue from operations stood at ₹4,251 crore | Apollo Hospitals’ revenue rose 14% to Rs 4,251 crore, compared with an estimate of Rs 4,003 crore. | The healthcare major had reported a net profit of Rs 267 crore in the July-September period of previous fiscal.",https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/no8kbu/article66121217.ece/alternates/FREE_1200/Logo1.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['636d1b6f177b7c25780138b1', '636d02f8177b7c25780137ac', '636d1a76177b7c25780138a9']"
2022-11-11,"Share Market News Live: Sensex zooms over 1,000 points, Nifty above18,300; Apollo Hospitals, Infosys, HDFC among top gainers | Apollo Hospitals Q2 PAT slips 18% YoY to rs 204 cr | DCX Systems, Eicher Motors, Apollo Hospitals in spotlight",news-article | news-article | news-article,https://www.businesstoday.in/markets/story/share-market-news-live-sensex-nifty-may-stage-gap-up-opening-amid-positive-global-cues-352539-2022-11-11?utm_source=rssfeed | https://www.business-standard.com/article/news-cm/apollo-hospitals-q2-pat-slips-18-yoy-to-rs-204-cr-122111100616_1.html | https://www.business-standard.com/article/news-cm/dcx-systems-eicher-motors-apollo-hospitals-in-spotlight-122111100162_1.html,"Stock Market News Live: Sensex and Nifty traded higher in Friday’s deals, taking cues from the global stocks. Asian shares surged as Japan’s Nikkei index gained 2.75 per cent, South Korea’s KOSPI jumped 2.78 per cent, the Shanghai Composite index rose 1.26 per cent and Hang Seng Index zoomed 5.39 pe… | Apollo Hospitals Enterprise reported 17.7% decline in consolidated net profit to Rs 203.99 crore despite of 14.4% rise in net sales to Rs 4251.07 in Q2 FY23 over Q2 FY22. | DCX Systems: Shares of DCX Systems will debut on the bourses today, 11 November 2022. Issue price is Rs 207 per share.",https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/breaking_news/202211/dalal-street-sixteen_nine_5-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'IDTI'}, {'sid': 'HDFC'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'EICH'}]","['636dc001775f6a0bb8d7b9da', '636ded47775f6a0bb8d7bc71', '636dca24775f6a0bb8d7ba26']"
2022-11-14,"Hospital stocks gain in tepid mkt; Krishna Institute, Fortis rise up to 11%",news-article,https://www.business-standard.com/article/markets/hospital-stocks-gain-in-tepid-mkt-krishna-institute-fortis-rise-up-to-11-122111400483_1.html,"Apollo Hospitals Enterprise, and Narayana Hrudayalaya advanced 3 per cent each in the intra-day trade",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2022-09/05/full/1662394902-0245.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'NARY'}]",['6371fd8068049996f722d21e']
2022-11-16,Buy or sell: Vaishali Parekh recommends 2 stocks to buy today — 16th November,news-article,https://www.livemint.com/market/stock-market-news/buy-or-sell-vaishali-parekh-of-prabhudas-lilladher-recommends-2-stocks-to-buy-today-16th-november-11668567876299.html,Buy or sell stocks: Vaishali Parekh of Prabhudas Lilladher has recommended two stocks to buy today — IGL and Apollo Hospitals,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/11/16/600x338/Stocks_to_buy_today_intraday_stocks_foor_today_1668568042776_1668568042984_1668568042984.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],['6374579e4663344efae1c814']
2022-11-17,Apollo Hospitals in need of booster shot,news-article,https://www.livemint.com/market/mark-to-market/apollo-hospitals-in-need-of-booster-shot-11668707537194.html,Apollo Hospitals’ plans to raise funds by divesting stake in Apollo HealthCo have not fructified.The higher operating expenses in the 24/7 business are a significant drag on its profits,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2022/11/17/600x338/Apollo_Hospitals_1668707569605_1668707569753_1668707569753.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],['63767c0b4663344efae1d7c5']
2022-11-21,"Apollo Hospitals eyes ₹1,000 cr revenue from diagnostics business in next 3 years",news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-eyes-1000-cr-revenue-from-diagnostics-business-in-next-3-years/article66164184.ece,"In Q2-FY23, its consolidated revenue from operations grew 14% y-o-y",https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/9ddneo/article66164964.ece/alternates/FREE_1200/redeption_img.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],['637b81135192a01a52686983']
2022-11-22,Buy Apollo Hospitals; target of Rs 5230: ICICI Direct,news-article,https://www.moneycontrol.com/news/business/stocks/buy-apollo-hospitals-target-of-rs-5230-icici-direct-9580051.html,"ICICI Direct is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5230 in its research report dated November 12, 2022.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/Buy_3-1-378x213.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],['637cdea6fd0e9927cfa714d3']
