title,feed_type,link,description,date,image,publisher,stocks,_id
"Apollo Hospitals, TataMD collaborate to launch ‘TataMD CHECK’ test for COVID-19 in India",news-article,https://www.moneycontrol.com/news/business/apollo-hospitals-tatamd-collaborate-to-launch-tatamd-check-test-for-covid-19-in-india-6139091.html,TataMD CHECK is a COVID-19 diagnostic test based on the DNA genome editing tool CRISPR Cas-9. The technology ensures quicker results due to a more agile process and AI-based automated result detection methodology,2020-11-20 09:37:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/08/AP20221266803668-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],5fb747b4a9039d351944cdad
"Apollo Hospitals eyes inorganic growth, looking for acquisitions in east and north",news-article,https://www.financialexpress.com/industry/apollo-hospitals-eyes-inorganic-growth-looking-for-acquisitions-in-east-and-north/2132238/,"The move comes close on the heels of the buyout of 50% equity stake held by IHH Healthcare (IHH), in Apollo Gleneagles Hospital, Kolkata (AGHL), a joint venture (JV) in which Apollo Hospitals group was holding a 50% equity stake, for a cash consideration of Rs 410 crore.",2020-11-19 23:44:28.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2020/10/Apollo.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}",[{'sid': 'APLH'}],5fb6c5fda9039d351944cd51
"Apollo Hospitals, Tata MD partners to roll out paper-strip tests for Covid-19",news-article,https://www.thehindubusinessline.com/news/national/apollo-hospitals-tata-md-partners-to-roll-out-paper-strip-tests-for-covid-19/article33133887.ece,"Apollo Hospitals on Thursday announced a collaboration with Tata Medical and Diagnostics (Tata MD), the wholly owned healthcare venture from the Tata Group, to introduce the world’s first CRISPR Cas-9",2020-11-19 19:57:55.000,https://www.thehindubusinessline.com/news/national/9z2eau/article33133886.ece/ALTERNATES/LANDSCAPE_615/BL20TEST,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],5fb68068a9039d351944ccf5
"Apollo Hospitals, TataMD collaborate to launch ‘TataMD CHECK’ test for COVID-19",news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-tatamd-collaborate-to-launch-tatamd-check-test-for-covid-19/articleshow/79303616.cms,"There cannot be a better partner we can think of in the Indian context then Apollo Hospitals, Tata Medical and Diagnostics Ltd CEO Girish Krishnamurthy said in a webinar.",2020-11-19 17:19:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-79303877,width-1070,height-580,imgsize-273865,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],5fb65db8a9039d351944ccb7
Apollo Hospitals to take Tata Medical’s Covid test kit across country,news-article,https://www.business-standard.com/article/current-affairs/apollo-hospitals-to-take-tata-medical-s-covid-test-kit-across-country-120111900903_1.html,"Tata to make one million kits a year initially at Chennai unit, Apollo to tap Delhi market in December",2020-11-19 16:49:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2020-03/21/full/1584815383-5074.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],5fb658dfa9039d351944cca5
Apollo Hospitals scouting for acquisitions in north and east India,news-article,https://www.business-standard.com/article/companies/apollo-hospitals-scouting-for-acquisitions-in-north-and-east-india-120111900314_1.html,"The hospital chain recently got its boards approval to raise up to Rs 1,500 crore and a portion of it will be used for acquisitions",2020-11-19 10:25:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],5fb606fca9039d351944cba6
Doctors see more stroke cases being reported during pandemic,news-article,https://www.thehindu.com/news/national/tamil-nadu/doctors-see-more-stroke-cases-being-reported-during-pandemic/article33128599.ece,Two high-risk patients were treated at Apollo Hospitals,2020-11-19 01:45:58.000,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],5fb58570a9039d351944caec
Hold Apollo Hospitals; target of Rs 2310: ICICI Direct,news-article,https://www.moneycontrol.com/news/business/stocks/hold-apollo-hospitals-target-of-rs-2310-icici-direct-6120001.html,"ICICI Direct recommended hold rating on Apollo Hospitals with a target price of Rs 2310 in its research report dated November 13, 2020.",2020-11-17 12:45:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/11/hold-1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],5fb37d70a9039d351944c6e9
Stock market update: MidCap stocks rise; Apollo Hospitals soars 7%,news-article,https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-midcap-stocks-rise-apollo-hospitalsnbsp-soars-7nbsp/articleshow/79207061.cms,The S&P BSE MidCap index was trading 0.58 per cent up at 15831.87.,2020-11-13 14:07:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-79207073,width-1070,height-580,imgsize-449041,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}, {'sid': 'NTFM'}, {'sid': '.NIMI150'}, {'sid': '.NIFMDCP100'}]",5fae4609a9039d351944c248
Recovery in Apollo Hospitals faster than expected: Suneeta Reddy,news-article,https://economictimes.indiatimes.com/markets/stocks/news/recovery-in-apollo-hospitals-faster-than-expected-suneeta-reddy/videoshow/79189211.cms,"Suneeta Reddy, MD, Apollo Hospitals, says the pharmacy is seeing high growth and expansion in margins. Apollo Hospital will raise funds and Rs 1,500 crore fund-raising plan has been approved.",2020-11-12 15:09:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-79189211,width-1070,height-580,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],5fad09bba9039d351944bfb0
Apollo Hospitals Enterprise Ltd leads losers in ‘A’ group,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-enterprise-ltd-leads-losers-in-a-group-120111201037_1.html,"Linde India Ltd, Security & Intelligence Services India Ltd, State Bank of India and Shankara Building Products Ltd are among the other losers in the BSEs A group today, 12 November 2020.",2020-11-12 15:04:26.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'LIND'}, {'sid': 'SBI'}, {'sid': 'SHAB'}]",5fad0526a9039d351944bf82
Apollo Hospitals slips after Q2 PAT declines over 30%,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-slips-after-q2-pat-declines-over-30-120111200509_1.html,Apollo Hospitals Enterprise fell 2.73% to Rs 2134.45 after the company reported 30.1% drop in consolidated net profit to Rs 60.27 crore on a 2.8% decline in net sales to Rs 2760.72 crore in Q2 FY21 over Q2 FY20.,2020-11-12 09:30:00.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],5facbedca9039d351944bea9
"Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitessh Thakkar for short term",news-article,https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term-80-6107251.html,"Ashwani Gujral of ashwanigujral.com recommends buying Apollo Hospitals with a stop loss of Rs 2,170, target at Rs 2,300 and Laurus Labs with a stop loss of Rs 276, target at Rs 292.",2020-11-12 08:54:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/03/buySellHold3-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'LAUL'}]",5facafdda9039d351944be7c
Apollo Hospitals to buy IHH’s 50% stake in AGHL for Rs 410 cr,news-article,https://www.financialexpress.com/industry/apollo-hospitals-to-buy-ihhs-50-stake-in-aghl-for-rs-410-cr/2126883/,AGHL runs a 750 bed multispeciality hospital at Kolkata and is currently a 50:50 JV between Apollo Hospitals and IHH.,2020-11-12 08:48:37.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2020/10/Apollo.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}",[{'sid': 'APLH'}],5facaa7da9039d351944be69
"Stocks in the news | Eicher Motors, Fortis Health, ICICI Bank, Coal India, GSPL, SpiceJet, Indiabulls Housing Finance",news-article,https://www.moneycontrol.com/news/photos/business/stocks/stocks-in-the-news/photos-eicher-motors-fortis-health-icici-bank-coal-india-gspl-spicejet-indiabulls-housing-finance-6106031.html,"Aurobindo Pharma, Brigade Enterprises, Ashoka Buildcon, Prestige Estates Projects, Shree Cement, Power Grid Corporation, Apollo Hospitals Enterprises, InterGlobe Aviation, are also among the stocks in focus today.",2020-11-12 08:42:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/04/stock-in-the-news-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'ABDL'}, {'sid': 'ARBN'}, {'sid': 'BRIG'}, {'sid': 'COAL'}, {'sid': 'EICH'}, {'sid': 'INBF'}, {'sid': 'ICBK'}, {'sid': 'INGL'}, {'sid': 'PREG'}, {'sid': 'PGRD'}, {'sid': 'SHCM'}, {'sid': 'SPJT'}]",5faca8d8a9039d351944be66
"Apollo Hospitals plunges 4% on lower Q2 earnings; Board approves fundraising up to Rs1,500cr",news-article,https://www.indiainfoline.com/article/news-sector-pharma-healthcare/apollo-hospitals-plunges-4-on-lower-q2-earnings-board-approves-fundraising-up-to-rs1-500cr-120111200533_1.html,"The company posted a profit of Rs60.3cr in Q2FY21, down by 30% from Rs86.2cr a year ago same period.",2020-11-12 07:13:00.000,https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com/_media/iifl/img/misc/2015-04/07/full/apollo-hospitals-enterprise-1428385887-6759300.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'APLH'}],5facf327a9039d351944bf4a
"Apollo Hospitals to raise ₹1,500 crore",news-article,https://www.thehindu.com/business/Industry/apollo-hospitals-to-raise-1500-cr/article33077872.ece,"Apollo Hospitals Enterprise Ltd. (AHEL) is planning to raise up to ₹1,500 crore for acquisitions, inorganic growth and to reduce debt. The company plans to raise the funds either by way of preferentia",2020-11-11 23:09:22.000,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],5fac27d2a9039d351944be17
"Apollo Hospitals Q2 net drops 30% to Rs 60 crore; board approves raising Rs 1,500 crore",news-article,https://www.moneycontrol.com/news/business/earnings/apollo-hospitals-q2-net-drops-30-to-rs-60-crore-board-approves-raising-rs-1500-crore-6106671.html,"Revenues for the second quarter declined by 3 percent to Rs 2,760.7 crore as against Rs 2,840.7 crore in the year-ago period, Apollo Hospitals Enterprise said in a statement.",2020-11-11 22:24:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/07/Earnings_Results_Finance-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],5fac1c36a9039d351944be05
"Apollo Hospitals Q2 net at Rs 60 crore; board approves fund raising of Rs 1,500 crore",news-article,https://www.freepressjournal.in/business/apollo-hospitals-q2-net-at-rs-60-crore-board-approves-fund-raising-of-rs-1500-crore,Apollo Hospitals Enterprise on Wednesday reported a 30 per cent decline in consolidated profit after tax (PAT) at Rs 60.3 crore for the quarter ended September.The healthcare major had posted a PAT of Rs 86.2 crore during the July-September period of the previous fiscal.Revenues for…,2020-11-11 21:56:55.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/freepressjournal%2Fimport%2F2019%2F04%2FApollo.jpg?rect=0%2C78%2C600%2C315&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'}",[{'sid': 'APLH'}],5fac1218a9039d351944bdf2
Apollo Hospitals posts Q2 net of ₹33 crore,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-posts-q2-net-of-33-crore/article33076737.ece,"Apollo Hospitals (AHEL) on Wednesday posted a standalone net profit of ₹33 crore for the second quarter of the current fiscal, against a net profit of ₹91 crore for the same period last year. The heal",2020-11-11 21:55:28.000,https://www.thehindubusinessline.com/companies/bkqu9d/article31174615.ece/ALTERNATES/LANDSCAPE_615/BL27PRATAP,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],5fac021ea9039d351944bdcf
"Apollo Hospitals Q2 profit drops 29% to Rs 59 cr, revenue down 2.8%",news-article,https://www.business-standard.com/article/companies/apollo-hospitals-q2-profit-drops-29-to-rs-59-cr-revenue-down-2-8-120111101972_1.html,"Standalone revenues of the healthcare services division decreased by 18% to Rs 1,062.6 crore in Q2FY21.",2020-11-11 21:55:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],5fac1632a9039d351944bdff
Stock market update: MidCap stocks mixed; Apollo Hospitals soars 7%,news-article,https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-midcap-stocks-mixed-apollo-hospitals-soars-7/articleshow/79167577.cms,The S&P BSE MidCap index was trading 0.14 per cent up at 15565.32.,2020-11-11 13:39:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-79167625,width-1070,height-580,imgsize-449041,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}, {'sid': 'NTFM'}, {'sid': '.NIFMDCP100'}, {'sid': '.NIMI150'}]",5faba309a9039d351944bc47
Apollo Hospitals Q2 lower by 29% yoy at Rs59cr,news-article,https://www.indiainfoline.com/article/news-top-story/apollo-hospitals-q2-lower-by-29-yoy-at-rs59cr-120111100951_1.html,"Apollo Hospitals, one of India’s pioneers in the organized healthcare segment, reported 2.82% lower sales revenues at Rs2,760.72cr",2020-11-11 13:31:00.000,https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com/_media/iifl/img/misc/2015-04/07/full/apollo-hospitals-enterprise-1428385887-6759300.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'APLH'}],5fabfd0fa9039d351944bdbe
India Tourism Development Corporation Ltd leads gainers in ‘A’ group,news-article,https://www.business-standard.com/article/news-cm/india-tourism-development-corporation-ltd-leads-gainers-in-a-group-120111100759_1.html,"Arvind Ltd, Aurobindo Pharma Ltd, Apollo Hospitals Enterprise Ltd and Bajaj Holdings & Investment Ltd are among the other gainers in the BSEs A group today, 11 November 2020.",2020-11-11 12:04:33.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'ARBN'}, {'sid': 'ARVN'}, {'sid': 'BJAT'}]",5fab8976a9039d351944bbd2
BRIEF-India’s Apollo Hospitals Enterprise Ltd Sept-Quarter Consol Net Profit Falls - Investing.com India,news-article,https://in.investing.com/news/briefindias-apollo-hospitals-enterprise-ltd-septquarter-consol-net-profit-falls-2502264,"The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases.",2020-11-11 05:30:00.000,https://pocket-image-cache.com/direct?url=http://i-invdn-com.akamaized.net/akapi-images/800x450/1c7551fcee488f706ead5d96a96fe6df_w_800_h_450.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/investing-com.png', 'id': 'in.investing.com', 'name': 'Investing.com'}",[{'sid': 'APLH'}],5fabfd53a9039d351944bdc2
"Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitessh Thakkar for short term",news-article,https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term-76-6048711.html,"Sudarshan Sukhani of s2analytics.com suggests buying Tata Consultancy Services with a stop loss of Rs 2,645, target at Rs 2,690 and Apollo Hospitals with a stop loss of Rs 2,090, target at Rs 2,160.",2020-11-02 09:11:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/03/buySell1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'TCS'}]",5f9f87e6a9039d351944a3c0
Apollo partners with Medtronic to integrate AI for stroke management,news-article,https://www.business-standard.com/article/companies/apollo-partners-with-medtronic-to-integrate-ai-for-stroke-management-120102901123_1.html,"This will help take stroke management to the next level by standardising diagnosis and empowering clinicians to make faster, more accurate diagnoses and treatment decisions, said Apollo Hospitals",2020-10-29 16:24:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],5f9aa4d3a9039d3519449e67
Apollo Hospitals partners with Medtronic to offer advance stroke management using AI,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-partners-with-medtronic-to-offer-advance-stroke-management-using-ai/article32971197.ece,"Apollo Hospitals Group on Thursday announced its partnership with India Medtronic, a wholly-owned subsidiary of medical technology company Medtronic Plc to integrate artificial intelligence (AI) for a",2020-10-29 14:26:13.000,https://www.thehindubusinessline.com/todays-paper/tp-news/bn8l08/article32605659.ece/ALTERNATES/LANDSCAPE_615/bl15blmadapolGP27OTB8M3jpgjpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],5f9a8a3da9039d3519449de7
"Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani for short term",news-article,https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-for-short-term-11-5991141.html,"Sudarshan Sukhani of s2analytics.com suggests buying Apollo Hospitals with a stop loss of Rs 2,190, target at Rs 2,245 and Godrej Properties with a stop loss of Rs 920, target at Rs 950.",2020-10-21 09:02:00.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/03/buySellHold3-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'GODR'}]",5f8faedca9039d3519448b30
Apollo Hospitals launches ‘Post-Covid Recovery Clinics’,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-launches-post-covid-recover-clinics/article32899810.ece,Clinics to offer post-recovery specialty care to those who have recovered from the pandemic,2020-10-20 21:39:44.000,https://www.thehindubusinessline.com/companies/3rrg8m/article32899809.ece/ALTERNATES/LANDSCAPE_615/bl21-apollo,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],5f8eb3c5a9039d35194489bc
Apollo Hospitals ready to administer one million Covid vaccines daily,news-article,https://www.financialexpress.com/lifestyle/health/apollo-hospitals-ready-to-administer-one-million-covid-vaccines-daily/2106528/,More than ten thousand Apollo employees are undergoing required training and will be stationed at Apollo centres to administer the vaccine.,2020-10-15 19:07:25.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2020/10/1-547.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}",[{'sid': 'APLH'}],5f889a54a9039d3519448275
Prepared To Administer 1 Million Covid-19 Vaccines A Day: Apollo Hospitals Group,news-article,https://www.bloombergquint.com/coronavirus-outbreak/prepared-to-administer-1-mn-covid-19-vaccines-a-day-apollo-hospitals-group,Apollo Hospitals Group said it is prepared to administer 1 million Covid-19 vaccines daily.,2020-10-15 18:54:35.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2020-10%2F85212868-8cbe-4d06-b7fa-641ceeddef66%2F332629153.jpg?rect=0%2C568%2C3998%2C2099&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'APLH'}],5f885115a9039d3519448214
Apollo Hospitals says ready to administer 10 lakh coronavirus vaccines per day,news-article,https://www.businesstoday.in/current/corporate/apollo-hospitals-prepared-to-administer-10-lakh-coronavirus-vaccines-per-day/story/419051.html,Apollo Hospitals Group Executive Vice-Chairperson Shobana Kamineni said that the group will work with the government in tandem to ensure that maximum number of people gets the coronavirus vaccine safe and fast,2020-10-15 17:44:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/sites/btmt/images/stories/apollo_hospital_505_151020054453.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}],5f884257a9039d35194481f1
Prepared to administer 1 mn COVID-19 vaccines a day: Apollo Hospitals Group,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/prepared-to-administer-1-mn-covid-19-vaccines-a-day-apollo-hospitals-group/articleshow/78680276.cms,"The group will leverage its pan India web of 19 medicine supply hubs with cold chain facilities and use it’s 70 hospitals, over 400 clinics, 500 corporate health centers, 4,000 pharmacies alongside omni-channel digital platform Apollo 24|7 to ensure massive administration capacity of COVID-19 vaccin…",2020-10-15 16:25:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-78680267,width-1070,height-580,imgsize-85109,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],5f88322fa9039d35194481bc
Covid-19: Apollo Hospitals ready to administer 1 million vaccines per day,news-article,https://www.thehindubusinessline.com/news/covid-19-apollo-hospitals-ready-to-administer-1-million-vaccines-per-day/article32860563.ece,Apollo has built a cold storage chain to ensure safe reach of the vaccine,2020-10-15 13:51:52.000,https://www.thehindubusinessline.com/news/umxr2z/article32860562.ece/ALTERNATES/LANDSCAPE_615/BL16VACCINE,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],5f880a44a9039d3519448150
Apollo Hospitals gears up to administer 1 million Covid-19 vaccines daily,news-article,https://www.business-standard.com/article/current-affairs/apollo-hospitals-gears-up-to-administer-1-million-covid-19-vaccines-daily-120101500557_1.html,"According to the hospital chain, its cold chain network can deliver the vaccine in less than 30 mins and in maximum 48 hours across the country",2020-10-15 12:41:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2017-03/25/full/1490460245-1594.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],5f87fc1ea9039d3519448133
Apollo Hospitals announces capacity to administer 1 million COVID-19 vaccines daily,news-article,https://www.indiainfoline.com/article/news-top-story/apollo-hospitals-announces-capacity-to-administer-1-million-covid-19-vaccines-daily-120101500473_1.html,"About 30 per cent of India is roughly 30 minutes away from an Apollo pharmacy, which can then guarantee safe and widespread reach of the vaccine, if required.",2020-10-15 02:04:00.000,https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com/_media/iifl/img/misc/2015-03/12/full/apollo-hospital-1426140305-1868300.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}",[{'sid': 'APLH'}],5f88102fa9039d351944815d
"Retain ‘buy’ on Apollo Hospitals, raise TP to Rs 2,400 from Rs 1,875",news-article,https://www.financialexpress.com/infrastructure/roadways/retain-buy-on-apollo-hospitals-raise-tp-to-rs-2400-from-rs-1875/2103881/,"Hospital operations seeing gradual recovery, APHS continues to see recovery in occupancy level at its hospitals each successive month from the lows of April/May, when lockdown was imposed in India.",2020-10-12 20:06:28.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2020/10/Apollo.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}",[{'sid': 'APLH'}],5f84a5b4a9039d3519447bd7
